"CONTRACT_NUMBER","PATH","CONTRACT_ID","STATUS","DOCS_LOADED","DETAIL"
"SOW20250129AF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250129AF","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250131AM37ArcGIS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250131AM37ArcGIS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250131MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250131MB1","300000007913638","LOADED","6","6 document(s) uploaded to ContractId 300000007913638."
"SOW20250201AM38","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250201AM38","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250204JY","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250204JY","300000007912598","LOADED","3","3 document(s) uploaded to ContractId 300000007912598."
"SOW20250204JY-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250204JY-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250204PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250204PK","300000007913646","LOADED","3","3 document(s) uploaded to ContractId 300000007913646."
"SOW20250204SF-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250204SF-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250205IC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250205IC","300000007912924","LOADED","3","3 document(s) uploaded to ContractId 300000007912924."
"SOW20250206JR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250206JR","300000007913660","LOADED","3","3 document(s) uploaded to ContractId 300000007913660."
"SOW20250206JR-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250206JR-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250206tw","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250206tw","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250210JP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250210JP","300000007911958","LOADED","6","6 document(s) uploaded to ContractId 300000007911958."
"SOW20250211CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211CS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250211CS-0","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211CS-0","300000007616873","LOADED","3","3 document(s) uploaded to ContractId 300000007616873."
"SOW20250211CS-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211CS-1","300000007914402","LOADED","15","15 document(s) uploaded to ContractId 300000007914402."
"SOW20250211CS-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211CS-2","300000007914388","LOADED","9","9 document(s) uploaded to ContractId 300000007914388."
"SOW20250211CS-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211CS-3","300000007912622","LOADED","12","12 document(s) uploaded to ContractId 300000007912622."
"SOW20250211CS-5","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211CS-5","300000007914395","LOADED","16","16 document(s) uploaded to ContractId 300000007914395."
"SOW20250211SCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250211SCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250214BP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250214BP","300000007911605","LOADED","3","3 document(s) uploaded to ContractId 300000007911605."
"SOW20250214HC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250214HC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250214IJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250214IJ","300000007911965","LOADED","3","3 document(s) uploaded to ContractId 300000007911965."
"SOW20250214JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250214JM","300000007912641","LOADED","3","3 document(s) uploaded to ContractId 300000007912641."
"SOW20250214RL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250214RL","300000007912278","LOADED","3","3 document(s) uploaded to ContractId 300000007912278."
"SOW20250214RL-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250214RL-1","300000007912708","LOADED","2","2 document(s) uploaded to ContractId 300000007912708."
"SOW20250215MF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250215MF","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250218BG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250218BG","300000007913670","LOADED","3","3 document(s) uploaded to ContractId 300000007913670."
"SOW20250218DN","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250218DN","300000007914410","LOADED","3","3 document(s) uploaded to ContractId 300000007914410."
"SOW20250218DN-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250218DN-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250219BG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250219BG","300000007913677","LOADED","3","3 document(s) uploaded to ContractId 300000007913677."
"SOW20250219CA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250219CA","300000007913691","LOADED","3","3 document(s) uploaded to ContractId 300000007913691."
"SOW20250219CS-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250219CS-1","300000007914418","LOADED","15","15 document(s) uploaded to ContractId 300000007914418."
"SOW20250219CS-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250219CS-2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250219LV-FHA-FD-ME","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250219LV-FHA-FD-ME","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250219MC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250219MC","300000007912745","LOADED","3","3 document(s) uploaded to ContractId 300000007912745."
"SOW20250220DN","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250220DN","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250220MC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250220MC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250220NSPH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250220NSPH","300000007913653","LOADED","3","3 document(s) uploaded to ContractId 300000007913653."
"SOW20250221MD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250221MD","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250221PD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250221PD","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250225SD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250225SD","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250226BM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250226BM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250228JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250228JM","300000007912256","LOADED","3","3 document(s) uploaded to ContractId 300000007912256."
"SOW20250228RY","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250228RY","300000007912760","LOADED","3","3 document(s) uploaded to ContractId 300000007912760."
"SOW20250303AL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303AL","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303EY-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303EY-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303EY-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303EY-2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303JB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303JB","300000007913181","LOADED","20","20 document(s) uploaded to ContractId 300000007913181."
"SOW20250303JB-AMD7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303JB-AMD7","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303JB-AMD8","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303JB-AMD8","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303JB-AMD9","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250303JB-AMD9","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250304MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250304MB1","300000007914426","LOADED","3","3 document(s) uploaded to ContractId 300000007914426."
"SOW20250304MB2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250304MB2","300000007914478","LOADED","3","3 document(s) uploaded to ContractId 300000007914478."
"SOW20250304MB4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250304MB4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250305MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250305MB1","300000007912649","LOADED","6","6 document(s) uploaded to ContractId 300000007912649."
"SOW20250305-NWS-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250305-NWS-BH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250305-NWS-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250305-NWS-RCH","300000007909973","LOADED","3","3 document(s) uploaded to ContractId 300000007909973."
"SOW20250306SCR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250306SCR","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250307OD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250307OD","300000007912229","LOADED","6","6 document(s) uploaded to ContractId 300000007912229."
"SOW20250310BP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP","300000007912701","LOADED","3","3 document(s) uploaded to ContractId 300000007912701."
"SOW20250310BP-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-1","300000007912694","LOADED","3","3 document(s) uploaded to ContractId 300000007912694."
"SOW20250310BP-10","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-10","300000007914460","LOADED","3","3 document(s) uploaded to ContractId 300000007914460."
"SOW20250310BP-10-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-10-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-11","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-11","300000007912670","LOADED","3","3 document(s) uploaded to ContractId 300000007912670."
"SOW20250310BP-11-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-11-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-12","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-12","300000007912663","LOADED","5","5 document(s) uploaded to ContractId 300000007912663."
"SOW20250310BP-12_AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-12_AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-12-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-12-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-2","300000007912678","LOADED","3","3 document(s) uploaded to ContractId 300000007912678."
"SOW20250310BP-2-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-2-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-3","300000007912686","LOADED","3","3 document(s) uploaded to ContractId 300000007912686."
"SOW20250310BP-3-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-3-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-4","300000007914444","LOADED","3","3 document(s) uploaded to ContractId 300000007914444."
"SOW20250310BP-4-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-4-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-5","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-5","300000007913724","LOADED","3","3 document(s) uploaded to ContractId 300000007913724."
"SOW20250310BP-5-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-5-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-6","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-6","300000007913731","LOADED","3","3 document(s) uploaded to ContractId 300000007913731."
"SOW20250310BP-6_AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-6_AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-6-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-6-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-7","300000007913716","LOADED","3","3 document(s) uploaded to ContractId 300000007913716."
"SOW20250310BP-7-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-7-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-8","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-8","300000007914453","LOADED","3","3 document(s) uploaded to ContractId 300000007914453."
"SOW20250310BP-8-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-8-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310BP-9","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-9","300000007914436","LOADED","3","3 document(s) uploaded to ContractId 300000007914436."
"SOW20250310BP-9-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310BP-9-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250310JM-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310JM-1","300000007913707","LOADED","6","6 document(s) uploaded to ContractId 300000007913707."
"SOW20250310JM-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310JM-2","300000007912656","LOADED","6","6 document(s) uploaded to ContractId 300000007912656."
"SOW20250310NK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250310NK","300000007913853","LOADED","3","3 document(s) uploaded to ContractId 300000007913853."
"SOW20250311CP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250311CP","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250311NK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250311NK","300000007912828","LOADED","3","3 document(s) uploaded to ContractId 300000007912828."
"SOW20250312IHCCS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20250312IHCCS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
